Q1_1w_female.sql,0m3.609s,0m3.486s,0m3.457s,0m3.486s,0m3.475s,0m3.540s,0m3.715s,0m3.704s,0m3.747s,0m3.510s
Q1_1w_male.sql,0m3.574s,0m3.571s,0m3.738s,0m3.634s,0m3.609s,0m3.610s,0m3.609s,0m3.576s,0m3.574s,0m3.595s
Q1_2w_female.sql,0m3.678s,0m3.596s,0m3.638s,0m3.547s,0m3.623s,0m3.508s,0m3.485s,0m3.561s,0m3.500s,0m3.496s
Q1_2w_male.sql,0m3.565s,0m3.465s,0m3.489s,0m3.503s,0m3.557s,0m3.511s,0m3.538s,0m3.490s,0m3.476s,0m3.550s
Q1_3w_female.sql,0m3.602s,0m3.490s,0m3.512s,0m3.571s,0m3.508s,0m3.543s,0m3.586s,0m3.562s,0m3.605s,0m3.634s
Q1_3w_male.sql,0m3.628s,0m3.629s,0m3.641s,0m3.699s,0m3.715s,0m3.738s,0m3.931s,0m3.613s,0m3.984s,0m3.573s
Q2_1w_female.sql,0m3.707s,0m3.703s,0m3.783s,0m3.758s,0m3.687s,0m3.645s,0m3.664s,0m3.677s,0m3.682s,0m3.685s
Q2_1w_male.sql,0m3.664s,0m3.678s,0m3.719s,0m3.656s,0m3.661s,0m3.663s,0m3.662s,0m3.659s,0m3.727s,0m3.639s
Q2_2w_female.sql,0m3.747s,0m3.717s,0m3.707s,0m3.751s,0m3.843s,0m3.866s,0m3.931s,0m3.742s,0m3.809s,0m3.975s
Q2_2w_male.sql,0m3.773s,0m3.813s,0m3.772s,0m3.812s,0m3.716s,0m3.848s,0m3.707s,0m3.776s,0m3.831s,0m3.807s
Q2_3w_female.sql,0m3.868s,0m3.854s,0m3.825s,0m3.797s,0m3.981s,0m3.805s,0m3.831s,0m3.821s,0m3.844s,0m3.813s
Q2_3w_male.sql,0m3.834s,0m3.797s,0m3.800s,0m3.775s,0m3.791s,0m3.749s,0m3.847s,0m3.926s,0m3.828s,0m3.824s
Q3_1w_female.sql,0m3.806s,0m3.799s,0m3.857s,0m3.775s,0m3.786s,0m3.825s,0m3.769s,0m3.769s,0m3.847s,0m3.786s
Q3_1w_male.sql,0m3.817s,0m3.832s,0m3.814s,0m3.800s,0m3.778s,0m3.864s,0m3.947s,0m4.329s,0m4.224s,0m3.942s
Q3_2w_female.sql,0m3.967s,0m3.963s,0m3.783s,0m3.770s,0m3.848s,0m3.857s,0m3.826s,0m3.840s,0m3.861s,0m3.851s
Q3_2w_male.sql,0m4.045s,0m3.897s,0m3.850s,0m3.818s,0m3.896s,0m3.910s,0m3.870s,0m3.956s,0m3.900s,0m3.916s
Q3_3w_female.sql,0m3.992s,0m3.922s,0m3.955s,0m3.963s,0m3.946s,0m3.931s,0m3.902s,0m3.919s,0m3.962s,0m3.967s
Q3_3w_male.sql,0m3.973s,0m3.999s,0m3.952s,0m3.996s,0m3.911s,0m4.000s,0m3.948s,0m3.955s,0m3.973s,0m3.933s
Q4_1w_female.sql,0m4.280s,0m4.277s,0m4.229s,0m4.216s,0m4.192s,0m4.169s,0m4.198s,0m4.274s,0m4.132s,0m4.210s
Q4_1w_male.sql,0m4.325s,0m4.296s,0m4.265s,0m4.325s,0m4.259s,0m4.449s,0m4.332s,0m4.296s,0m4.306s,0m4.255s
Q4_2w_female.sql,0m4.261s,0m4.269s,0m4.414s,0m4.311s,0m4.281s,0m4.335s,0m4.303s,0m4.293s,0m4.283s,0m4.330s
Q4_2w_male.sql,0m4.284s,0m4.309s,0m4.209s,0m4.293s,0m4.323s,0m4.284s,0m4.295s,0m4.319s,0m4.273s,0m4.277s
Q4_3w_female.sql,0m4.396s,0m4.423s,0m4.344s,0m4.391s,0m4.292s,0m4.405s,0m4.389s,0m4.426s,0m4.304s,0m4.312s
Q4_3w_male.sql,0m4.342s,0m4.273s,0m4.345s,0m4.392s,0m4.279s,0m4.284s,0m4.276s,0m4.302s,0m4.411s,0m4.316s
