Q1_1w_female.sql,0m7.355s,0m7.489s,0m7.399s,0m7.879s,0m7.676s,0m7.566s,0m7.612s,0m7.562s,0m7.562s,0m7.586s
Q1_1w_male.sql,0m7.624s,0m7.635s,0m7.730s,0m8.060s,0m7.515s,0m7.455s,0m7.697s,0m7.524s,0m7.398s,0m7.316s
Q1_2w_female.sql,0m7.494s,0m7.305s,0m7.421s,0m7.457s,0m7.703s,0m7.531s,0m7.554s,0m7.686s,0m7.759s,0m7.410s
Q1_2w_male.sql,0m7.505s,0m7.607s,0m7.598s,0m7.691s,0m7.626s,0m7.511s,0m7.730s,0m7.490s,0m7.347s,0m7.328s
Q1_3w_female.sql,0m7.754s,0m7.664s,0m7.617s,0m7.693s,0m7.702s,0m7.975s,0m7.518s,0m7.715s,0m7.651s,0m7.505s
Q1_3w_male.sql,0m7.668s,0m7.781s,0m7.931s,0m7.622s,0m7.993s,0m7.615s,0m7.481s,0m7.370s,0m7.644s,0m7.632s
Q2_1w_female.sql,0m7.042s,0m7.223s,0m7.096s,0m7.100s,0m7.007s,0m7.049s,0m7.384s,0m7.108s,0m7.134s,0m7.256s
Q2_1w_male.sql,0m7.137s,0m7.097s,0m6.875s,0m7.031s,0m6.861s,0m6.935s,0m7.056s,0m7.097s,0m7.057s,0m7.032s
Q2_2w_female.sql,0m7.082s,0m6.959s,0m7.062s,0m7.121s,0m7.051s,0m7.076s,0m7.082s,0m7.003s,0m6.904s,0m6.898s
Q2_2w_male.sql,0m7.146s,0m6.981s,0m6.855s,0m6.995s,0m6.891s,0m7.068s,0m7.176s,0m7.056s,0m7.057s,0m6.957s
Q2_3w_female.sql,0m7.224s,0m7.288s,0m7.003s,0m6.956s,0m7.017s,0m7.208s,0m7.155s,0m7.095s,0m7.163s,0m7.069s
Q2_3w_male.sql,0m7.185s,0m7.377s,0m7.264s,0m7.228s,0m7.091s,0m7.139s,0m7.204s,0m7.335s,0m7.132s,0m7.110s
Q3_1w_female.sql,0m7.768s,0m7.625s,0m7.656s,0m7.624s,0m7.549s,0m7.722s,0m7.831s,0m7.588s,0m7.723s,0m7.652s
Q3_1w_male.sql,0m7.709s,0m7.690s,0m7.741s,0m7.597s,0m7.623s,0m7.546s,0m7.641s,0m7.645s,0m7.510s,0m7.933s
Q3_2w_female.sql,0m8.289s,0m8.529s,0m7.885s,0m7.711s,0m7.751s,0m7.650s,0m7.946s,0m8.034s,0m7.574s,0m7.562s
Q3_2w_male.sql,0m7.856s,0m7.712s,0m7.954s,0m7.955s,0m7.701s,0m7.653s,0m7.638s,0m7.849s,0m7.888s,0m7.736s
Q3_3w_female.sql,0m7.696s,0m7.758s,0m7.759s,0m7.715s,0m7.825s,0m7.671s,0m7.847s,0m7.845s,0m7.839s,0m7.777s
Q3_3w_male.sql,0m7.814s,0m7.844s,0m7.593s,0m7.555s,0m7.702s,0m7.905s,0m7.860s,0m7.835s,0m7.828s,0m7.753s
Q4_1w_female.sql,0m8.110s,0m8.165s,0m8.270s,0m7.857s,0m8.124s,0m8.232s,0m7.998s,0m7.906s,0m8.038s,0m8.215s
Q4_1w_male.sql,0m8.317s,0m8.100s,0m8.162s,0m8.020s,0m8.356s,0m7.973s,0m8.157s,0m8.161s,0m8.101s,0m8.113s
Q4_2w_female.sql,0m8.284s,0m8.129s,0m8.375s,0m8.034s,0m8.277s,0m8.201s,0m8.166s,0m7.973s,0m8.042s,0m7.894s
Q4_2w_male.sql,0m7.986s,0m8.007s,0m8.048s,0m8.122s,0m8.169s,0m8.231s,0m8.281s,0m8.092s,0m8.108s,0m8.193s
Q4_3w_female.sql,0m8.116s,0m8.131s,0m8.193s,0m8.009s,0m8.013s,0m8.048s,0m8.061s,0m8.057s,0m8.014s,0m8.165s
Q4_3w_male.sql,0m8.352s,0m8.330s,0m8.125s,0m8.074s,0m7.977s,0m8.041s,0m8.265s,0m8.193s,0m8.233s,0m8.433s
