Q1_1w_female.sql,0m4.410s,0m4.264s,0m4.395s,0m4.171s,0m4.190s,0m4.177s,0m4.202s,0m4.150s,0m4.149s,0m4.117s
Q1_1w_male.sql,0m4.156s,0m4.082s,0m4.159s,0m4.165s,0m4.105s,0m4.147s,0m4.094s,0m4.160s,0m4.107s,0m4.132s
Q1_2w_female.sql,0m4.117s,0m4.149s,0m4.200s,0m4.129s,0m4.094s,0m4.207s,0m4.186s,0m4.115s,0m4.134s,0m4.217s
Q1_2w_male.sql,0m4.097s,0m4.193s,0m4.143s,0m4.116s,0m4.196s,0m4.078s,0m4.117s,0m4.149s,0m4.139s,0m4.137s
Q1_3w_female.sql,0m4.156s,0m4.244s,0m4.148s,0m4.137s,0m4.182s,0m4.121s,0m4.127s,0m4.145s,0m4.164s,0m4.157s
Q1_3w_male.sql,0m4.198s,0m4.177s,0m4.163s,0m4.203s,0m4.170s,0m4.180s,0m4.101s,0m4.201s,0m4.231s,0m4.137s
Q2_1w_female.sql,0m3.991s,0m4.036s,0m3.993s,0m4.002s,0m4.011s,0m3.976s,0m3.985s,0m4.020s,0m3.976s,0m4.053s
Q2_1w_male.sql,0m4.187s,0m4.086s,0m4.049s,0m4.033s,0m4.008s,0m4.038s,0m4.030s,0m4.083s,0m4.060s,0m4.087s
Q2_2w_female.sql,0m4.047s,0m4.087s,0m4.045s,0m4.133s,0m4.064s,0m4.074s,0m4.060s,0m4.111s,0m4.118s,0m4.108s
Q2_2w_male.sql,0m4.068s,0m4.053s,0m4.061s,0m4.141s,0m4.043s,0m4.132s,0m4.070s,0m4.026s,0m4.150s,0m4.063s
Q2_3w_female.sql,0m4.334s,0m4.107s,0m4.166s,0m4.142s,0m4.066s,0m4.111s,0m4.050s,0m4.096s,0m4.181s,0m4.117s
Q2_3w_male.sql,0m4.143s,0m4.131s,0m4.160s,0m4.117s,0m4.123s,0m4.185s,0m4.184s,0m4.158s,0m4.150s,0m4.129s
Q3_1w_female.sql,0m4.420s,0m4.378s,0m4.415s,0m4.416s,0m4.351s,0m4.448s,0m4.328s,0m4.359s,0m4.407s,0m4.342s
Q3_1w_male.sql,0m4.352s,0m4.414s,0m4.365s,0m4.592s,0m4.555s,0m4.385s,0m4.371s,0m4.615s,0m4.555s,0m4.576s
Q3_2w_female.sql,0m4.921s,0m4.920s,0m4.444s,0m4.670s,0m4.560s,0m4.800s,0m4.479s,0m4.735s,0m4.685s,0m4.805s
Q3_2w_male.sql,0m4.621s,0m4.702s,0m4.860s,0m4.545s,0m4.484s,0m4.540s,0m4.591s,0m4.529s,0m4.499s,0m4.594s
Q3_3w_female.sql,0m4.448s,0m4.598s,0m4.509s,0m4.644s,0m4.672s,0m4.555s,0m4.546s,0m4.502s,0m4.507s,0m4.519s
Q3_3w_male.sql,0m4.461s,0m4.529s,0m4.512s,0m4.472s,0m4.461s,0m4.526s,0m4.510s,0m4.512s,0m4.486s,0m4.498s
Q4_1w_female.sql,0m4.674s,0m4.677s,0m4.592s,0m4.612s,0m4.623s,0m4.797s,0m4.837s,0m4.848s,0m4.838s,0m4.725s
Q4_1w_male.sql,0m4.775s,0m4.735s,0m4.759s,0m4.608s,0m4.719s,0m4.686s,0m4.786s,0m4.707s,0m5.083s,0m4.747s
Q4_2w_female.sql,0m4.796s,0m4.837s,0m4.815s,0m4.960s,0m4.873s,0m4.654s,0m4.677s,0m4.781s,0m4.801s,0m4.650s
Q4_2w_male.sql,0m4.785s,0m4.728s,0m4.824s,0m4.791s,0m4.790s,0m4.718s,0m4.806s,0m4.825s,0m4.775s,0m4.838s
Q4_3w_female.sql,0m4.962s,0m4.858s,0m5.163s,0m4.912s,0m4.835s,0m4.800s,0m5.022s,0m5.027s,0m4.887s,0m4.772s
Q4_3w_male.sql,0m5.004s,0m4.859s,0m4.958s,0m4.861s,0m4.811s,0m4.911s,0m4.937s,0m4.835s,0m4.832s,0m4.824s
