Q1_1w_female.sql,0m3.842s,0m3.944s,0m3.863s,0m3.855s,0m3.777s,0m3.771s,0m3.774s,0m3.881s,0m3.803s,0m3.868s
Q1_1w_male.sql,0m3.812s,0m3.881s,0m3.760s,0m3.752s,0m3.837s,0m3.888s,0m3.872s,0m3.851s,0m3.854s,0m3.904s
Q1_1w_female.sql,0m3.036s,0m2.995s,0m3.037s,0m2.989s,0m2.918s,0m3.018s,0m2.960s,0m2.946s,0m2.931s,0m3.084s
Q1_1w_male.sql,0m3.031s,0m3.104s,0m3.189s,0m2.971s,0m3.014s,0m2.943s,0m2.951s,0m2.921s,0m2.994s,0m2.955s
Q1_2w_female.sql,0m3.058s,0m2.966s,0m3.028s,0m3.022s,0m3.068s,0m3.007s,0m2.985s,0m2.953s,0m3.019s,0m2.985s
Q1_2w_male.sql,0m3.084s,0m3.033s,0m2.997s,0m3.053s,0m2.970s,0m3.063s,0m2.980s,0m3.022s,0m3.068s,0m2.985s
Q1_3w_female.sql,0m3.085s,0m3.027s,0m3.063s,0m3.037s,0m3.001s,0m3.056s,0m3.004s,0m3.129s,0m3.023s,0m3.091s
Q1_3w_male.sql,0m3.136s,0m3.052s,0m3.041s,0m3.037s,0m3.043s,0m2.968s,0m3.053s,0m3.072s,0m3.124s,0m3.027s
Q2_1w_female.sql,0m2.386s,0m2.388s,0m2.334s,0m2.319s,0m2.332s,0m2.336s,0m2.341s,0m2.343s,0m2.399s,0m2.337s
Q2_1w_male.sql,0m2.399s,0m2.310s,0m2.344s,0m2.314s,0m2.416s,0m2.379s,0m2.341s,0m2.350s,0m2.310s,0m2.401s
Q2_2w_female.sql,0m2.433s,0m2.393s,0m2.437s,0m2.369s,0m2.358s,0m2.371s,0m2.359s,0m2.384s,0m2.406s,0m2.581s
Q2_2w_male.sql,0m2.470s,0m2.502s,0m2.520s,0m2.554s,0m2.484s,0m2.480s,0m2.496s,0m2.472s,0m2.488s,0m2.475s
Q2_3w_female.sql,0m2.572s,0m2.543s,0m2.601s,0m2.572s,0m2.497s,0m2.566s,0m2.477s,0m2.506s,0m2.549s,0m2.553s
Q2_3w_male.sql,0m2.586s,0m2.519s,0m2.574s,0m2.567s,0m2.477s,0m2.560s,0m2.576s,0m2.548s,0m2.475s,0m2.469s
Q3_1w_female.sql,0m2.653s,0m2.650s,0m2.673s,0m2.702s,0m2.619s,0m2.660s,0m2.606s,0m2.662s,0m2.582s,0m2.672s
Q3_1w_male.sql,0m2.725s,0m2.650s,0m2.645s,0m2.775s,0m2.719s,0m2.885s,0m2.740s,0m2.626s,0m2.675s,0m2.680s
Q3_2w_female.sql,0m2.699s,0m2.720s,0m2.707s,0m2.720s,0m2.770s,0m2.748s,0m2.707s,0m2.684s,0m2.716s,0m2.771s
Q3_2w_male.sql,0m2.654s,0m2.648s,0m2.666s,0m2.758s,0m2.641s,0m2.633s,0m2.730s,0m2.767s,0m2.774s,0m2.668s
Q3_3w_female.sql,0m2.730s,0m2.676s,0m2.713s,0m2.700s,0m2.801s,0m2.709s,0m2.686s,0m2.644s,0m2.759s,0m2.817s
Q3_3w_male.sql,0m2.736s,0m2.882s,0m2.828s,0m2.695s,0m2.808s,0m2.684s,0m2.744s,0m2.820s,0m2.735s,0m2.849s
Q4_1w_female.sql,0m2.296s,0m2.197s,0m2.263s,0m2.288s,0m2.223s,0m2.269s,0m2.242s,0m2.206s,0m2.239s,0m2.266s
Q4_1w_male.sql,0m2.287s,0m2.151s,0m2.224s,0m2.324s,0m2.217s,0m2.222s,0m2.214s,0m2.220s,0m2.286s,0m2.152s
Q4_2w_female.sql,0m2.262s,0m2.272s,0m2.223s,0m2.226s,0m2.244s,0m2.240s,0m2.548s,0m2.184s,0m2.213s,0m2.199s
Q4_2w_male.sql,0m2.198s,0m2.194s,0m2.197s,0m2.125s,0m2.298s,0m2.222s,0m2.165s,0m2.168s,0m2.178s,0m2.248s
Q4_3w_female.sql,0m2.263s,0m2.192s,0m2.225s,0m2.156s,0m2.239s,0m2.218s,0m2.233s,0m2.180s,0m2.203s,0m2.271s
Q4_3w_male.sql,0m2.247s,0m2.228s,0m2.204s,0m2.237s,0m2.337s,0m2.205s,0m2.401s,0m2.918s,0m2.503s,0m2.790s
